Toledot Yitzchak, Bereshit 1	@11בראשית ברא אלהים את השמים ואת הארץ והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים. @33אלו הפסוקים הם קשי ההבנה שאין אנו יודעים מה הוא תהו ובהו ומה הוא חשך על פני תהום וגם אומרו היתה נראה שהיתה ארץ קודם שברא הקב"ה העולם ושהיתה הרוח מרחפת על המים וא"כ קודם חדוש העולם היו נמצאים ארץ ורוח ומים אם כן העולם קדמון חלילה וגם אלו הדברים סותרין אלו לאלו. והרמב"ן כתב הקב"ה ברא כל הנבראים מאפיסה מוחלטת ואין אצלנו בלשון הקדש בהוצאת יש מאין אלא לשון ברא וזה הנברא שברא מאפיסה מוחלטת הוא החומר הראשון נקרא ליונים היולי והוא יסוד דק אין בו ממש אבל הוא כח מוכן לקבל הצורה ולצאת מן הכח אל הפועל ואחר ההיולי לא ברא דבר אבל יצר ועשה ממנו כי ממנו המציא הכל והלביש הצורות ותקן אותם. ודע כי השמים וכל אשר בם חומר א' וכל הארץ וכל אשר בה חומר אחר והקב"ה ברא אלו השנים מאין ושניהם לבדם נבראים והכל נעשים מהם והחומר הזה שנקרא היולי נקרא בלשון הקדש תהו והמלה נגזרת מלשונם בתוהה על הראשונות מפני שאם בא אדם לגזור בו שם תוהה ונמלך לקראו בשם אחר כי לא תפס צורה שיתפס בה השם כלל והצורה הנלבשת לחומר הזה נקראת בלשון הקדש בהו והמלה מורכבת כלומר בו הוא כמלת לא תוכל עשוהו א"כ יהיה פשט הכתובים בתחלה ברא אלהים את השמים כי הוציא חומר שלהם מאין ואת הארץ שהוציא החומר שלה מאין והארץ תכלול ד' היסודות כלם שהוא כל הכדור התחתון והנה בבריאה הזאת שהיא כנקודה קטנה דקה ואין בה ממש נבראו כל הנבראים בשמים ובארץ ומלת את דרשו בה שהיא לרבות שהיא נגזרת מן אתא בקר וכן ארז"ל את השמים לרבות חמה ולבנה כוכבים ומזלות ואת הארץ לרבות אילנות דשאים וגן עדן ואלו כלל כל הנבראים בעלי הגוף ואחר שאמר כי בתחלה במאמר אחד ברא אלהים השמים והארץ וכל צבאם חזר ופירש כי הארץ היתה תהו כלומר חומר אין בו ממש והיתה בהו כי הלביש אותה צורה ופירש שבצורה הזו צורת ד היסודות שהם האש. והמים. והעפר. והאויר. ומלת הארץ תכלול ארבעה אלה. והאש נקרא חשך מפני שהאש היסודית חשוכה ואלו היתה אדומה היתה מאדימה לנו הלילה. והמים שנגבל בהם העפר יקרא תהום ולכן יקראו מי הים תהומות כדכתיב קפאו תהומות בלב ים ויקרא קרקע הים תהום והאויר יקרא רוח וכבר נודע כי היסודות הארבעה מקשה אחת והיסוד התחתון הארץ והמים מקיפים על הארץ והאויר מקיף על המים והאש מקיף על האויר ואמר הכתוב כי הארץ לבשה צורה והיה האש מקיף למעלה על המים והעפר המעורבי והרוח מנשבת ותכנס בין האש והמים ותרחף על המים ויראה לי שהנקוד הזאת בלבשה הצורה והיתה בהו היא שחכמים קורין אותה אבן שתיה שממנה הושתת העולם. והנה שיעור הכתובים בתחלה ברא אלהים מאין את השמים וברא מאין את הארץ והארץ בהבראה היתה תהו והיתה בהו ובהם חשך ומים ועפר ורוח נושבת על המים וסמך הרוח לאלהים בעבור שהיא דקה מכלם עכ"ד. וא"ת למה אמר הכתוב ביסוד הארץ שברא חומר ונתן בו צורה בשאמר והארץ היתה תהו ובהו ולא אמר כן בשאר היסודות. התשובה שמה שאמר הרמב"ן שהארץ ארבע יסודות אינו לבד במה שאמר הכתוב בראשית ברא אלהים את השמים ואת הארץ אלא גם במה שאמר הכתוב והארץ היתה תהו ובהו שהיה חומר שאין בו ממש והיתה בהו שהלביש אותה צורה ואח"כ חזר ופירש הכתוב ומה היא הצורה הזאת שהלביש בחומר הזה חשך שהוא האש ומים ועפר ואויר שהחומר חלק אותו לארבעה חלקים ונתן לאחד צורת אש ולאחד צורת אויר ולאחד צורת מים ולאחד צורת ארץ. הכלל אלו השני פסוקים אמרו ארבעה דברים האחד שהקב"ה ברא חומר אחד לשמים וחומר אחד לארץ וזהו בראשית ברא אלהים את השמים ואת הארץ. השני שאחר שברא החומר נתן בו הצורה וזהו והארץ היתה תהו ובהו. השלישי שפירש הכתוב ואמר איך נתן הצורה בחומר הזה שהוא חומר לארבעה יסודות שחלקו לארבעה חלקים ובכל אחד מהם נתן לו צורה מוחלפת מהצורות האחרות. הרביעי שנתן גדר לאלו הארבע יסודות מצד מקומם והוא שהאש נתן על המים והעפר שהוא תהום והרוח תכנס בין האש והמים ואלו השתים אחרונות פירש הכתוב באמרו וחשך על פני תהום ורוח אלהים מרחפת על פני המים שהרוח נכנס בין האש והמים ובזה יובן כוונת הרמב"ן היטב. ואחר שנתברר לנו כוונתו בשני הפסוקים האלה אומר שיש לי ספקות על דבריו:	Genesis 1:1	
Toledot Yitzchak, Bereshit 2	@11ברא אלהים @33ראוי היה שבתחלת התורה יזכיר שם יי' ואמר אלהים לפי ששם העצם של הקב"ה הוא יי' אבל אלהים הוא שם התאר לפי שהוא תקיף ובעל היכולת כמו ואת אילי הארץ לקח ולפי שהקב"ה ברא העולם אחר האפס המוחלט וזהו מצד יכלתו הגדולה לזה הזכיר שם אלהים. והיה ראוי שיתחיל התורה בשם אלהים ושיאמר אלהים ברא בראשית אחר שבזה הפסוק נזכר שם הקב"ה והוא ברא העולם והוא צורת העולם ותכלית העולם וסיבת התורה הוא אלהי האלהים ואדני האדונים האל הגדול הגבור והנורא לכן יש אומרים שהכוונה בראשית ברא הבורא לאלהים שהוא עולם המלאכים. את השמים הוא עולם הגלגלים. ואת הארץ הוא עולם השפל. ואינו נכון שבפסוק הראשון יהיה חסר ממנו שם הבורא. ונראה לי שהטעם לפי שלא ידענו מציאות השם מצד מהותו אלא מצד פעולותיו והוא העולם שברא לפיכך התחיל בבראשית ברא שמצד שברא העולם ידענו שיש אלהים ואיך יתחיל אלהים ברא בראשית ועדיין לא ידענו אלהים:	Genesis 1:1	
Toledot Yitzchak, Bereshit 3	@11אלהים @33לשון רבים שהרי מצינו אל שהוא לשון יחיד וא"כ הכוונה בעל הכחות כלם ואלהים ר"ל אלוה שלהם. יש ספק בזה מי אמר זה הפסוק והנמשכי' אחריו אי הקב"ה אמרם למשה וא"כ היה ראוי שיאמר וידבר יי' אל משה בראשית ברא אלהים. ועוד במצות שאומר בהם וידבר יי' אל משה היה ראוי שיאמר בהם ויהי דבר יי' אלי לאמר. וכתב הרמב"ן היה זה מפני שלא כתב מרע"ה התורה כנביאים שמזכירים עצמם ויהי דבר יי' אלי לאמר בן אדם אבל משה רבע"ה כתב תולדות כל הדורות הראשונים וייחס עצמו ותולדותיו ומקריו כשלישי המדבר ולכן יאמר וידבר אלהים אל משה ויאמר אליו אני יי' כמדבר בעד שנים אחרים ולכן לא נזכר משה בתורה על שנולד ונזכר כאילו אחר מספר עליו. ואל יקשה עליך ואתחנן אל יי' כי תחלת הספר ההוא אלה הדברים אשר דבר משה והטעם בכתיבת התורה בלשון הזה מפני שקדמה לבריאת עולם כמו שבא בקבלה שהיתה כתובה באש שחורה על גבי אש לבנה. ובמדרש כאן רמז על בנין בית ראשון שעמד ארבע מאות ועשר שנים וזהו בראשית והוא שתי מלות בראש י"ת ולפי שבהמ"ק נברא קודם שנבראו שמים וארץ אמר בראשית ברא לומר בראש ברא הקב"ה בהמ"ק שעמד ת"י שנה ואח"כ ברא את השמים ואת הארץ וזה כמנין בזאת שעולה ת"י מנין בזאת יבא אהרן אל הקדש ואח"כ לא יבא שיחרב ולפי שעתיד ליחרב אמר והארץ היתה תהו ובהו. ורוח אלהים מרחפת זו תורה שלא תשכח מפי זרענו אע"פ שאנו בגלות. ויאמר אלהים יהי אור רמז על ימות המשיח שנאמר בו קומי אורי ויבדל אלהים בין האור ובין החשך שבו יבדיל הקב"ה בין ישראל שקוו לישועה ובין האומות השרויים בחשך. ועוד אמרו והארץ היתה תהו זו מלכות בבל ובהו זו מלכות מדי וחשך זו מלכות יון תהום זו מלכות אדום ורוח אלהים זה רוחו של משיח. פירוש שהקב"ה מגיד מראשית אחרית שתכלית הבריאה הוא לימות המשיח. ועוד אמרו בראשית אלו השיתין שנבראו מששת ימי בראשית. עוד רמז בראשית א' בתשרי שבתשרי נברא העולס כר"א וכמו שתקנו זה היום תחלת מעשיך לאפוקי מדר' יהושע שאמר בניסן נברא העולם. ותמצא בפסוק בראשית ששה אלפין דשיתא אלפי שנין הוי עלמא. ובפסוק והארץ היתה תהו ובהו שני אלפין לרמוז על שני אלפים תהו. ובפסוק למען תהיה תורת יי' בפיך שני אלפין לרמוז לשני אלפים תורה. ובפסוק עד כי יבא שילה שני אלפין לרמוז לשני אלפים משיח. והתחיל באמת ברא אלהים את סופי תיבות אמת וסיים באמת ברא אלהים לעשות סופי תיבות אמת לפי שהקב"ה אמת שנא' ויי' אלהים אמת והתורה נקראת אמת שנאמר תורת אמת שבזכות התורה ברא הקב"ה את העולם. ורוח אלהים הזכיר ברוח שם אלהים לפי שהקב"ה שלחו ליבש המים לעשות היבשה:	Genesis 1:3	
Toledot Yitzchak, Bereshit 4	@11ויאמר אלהים יהי אור @33אמירה בכאן הוא חפץ כמו מה תאמר נפשך:	Genesis 1:3	
Toledot Yitzchak, Bereshit 5	@11וירא אלהים את האור כי טוב. @33צריך שנדע זה האור מה הוא וא"ת שהוא שמש וירח לא נבראו עד יום רביעי שביום רביעי נאמר יהי מאורות. התשובה ביום ראשון נבראו וברביעי צוה עליהם להתלות ברקיע כמו שכתב רש"י ז"ל. ויותר נכון שנאמר שהקב"ה נתן בשמים גשם שמאיר ואותו האור שמש שלשה ימים בזה האופן שביום נתנו בגלגל ירחי וכיוצא בו ובלילה העלהו לגלגל ערבות וכיוצא בו והיה חשך על פני הארץ שאע"פ שהשמים ספיריים היה זה אור מועט לפי שלא עשאו הקב"ה אלא לעשות יום ולילה וביום רביעי עשה שמש וירח ולזה לא אמר ביום ראשון אלא יהי אור ולזה אמר וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החושך וידוע שאם האור טוב הפכו רע וא"כ היה ראוי שלא יהיה חשך. אבל כוונת הכתוב שהאור הראשון לא עשאו הקב"ה אלא לעשות ימים לבד ולזה אמר וירא אלהים את האור כי טוב לעשות יום ולזה הוצרך שימצא חשך ואור שבזולת חשך אי איפשר שימצא יום וזהו ויבדל אלהים בין האור ובין החשך ויהי ערב ויהי בקר יום אחד שאם לא היה מבדיל אותו לא היה ערב ולא יקרא יום שלעולם יהיה נמצא אורה שכמו שלא יובדל הזמן אם היה חשך תמיד כך לא יובדל אם יהיה אור תמיד אבל ביום רביעי שעשה המאורות לא נעשו לעשות יום בלבד אלא לדברים רבים וזהו שאמר יהי מאורות ברקיע השמים להבדיל בין היום ובין הלילה והיו לאותות ולמועדים ולימים ושנים ולהאיר על הארץ. והטעם שלא עשה הקב"ה המאורות יום ראשון לפי שכל מעשה בראשית כל זמן שנמשכים יותר עולים ביתרון ומעלה ולזה עשה אור חסר יום ראשון ועשאו שלם יום רביעי ואולי הגשם המאיר שעשה היום הראשון עשה ממנו יום רביעי שמש וירח. וכן נראה לי שכל מעשה בראשית היו כן ולזה תמצא שביום שלישי נתהוו העשבים והאילנות שיש להם נפש הצומחת. וביום החמישי נתהוו נפש חיה ועוף יעופף שיש להם נפש המרגשת. וביום הששי עשה הקב"ה את האדם ובו נפש המשכלת. והטעם לפי שהקב"ה ברא בראשונה היסודות כמו שפירשתי בפסוק והארץ היתה תהו ובהו לדעת הרמב"ן והיסודות הם גופים מתים וזה בעבור ההפכיות שבהם ולכן כשנתחברו יחד כל היסודות עזב כל אחד מהם איכיותיו הגדולים בהתחברו עם אותו שהוא הפכי לו שהמים עזבו קצת מקורם ולחותם והאש עזב קצת מחומו ויבשותו הגדולים והארץ קצת מקורה ויבשותה והאויר קצת מחומו ולחותו ובאו לשיווי ולפי שהיסודות גופים מתים לסבת הפכיותם זה לזה כשנתחברו ובאו לשיווי נתהווה באותו החבור נפש והיא נפש הצומחת וכשעבר זמן על אותו החבור ונשתברו עוד איכיותם ובאו ליותר שיווי קנו יותר שלימות ונתחדש שם נפש המרגשת וכשנשתברו עוד איכיותם זה עם זה ובאו ליותר שיווי קנה שלימות העיסה ההיא ונחחדש בה נפש המשכלת ולכן אמר ביום השלישי תדשא הארץ דשא עשב ובחמישי נפש המרגשת ובששי נפש המשכלת. ולפירוש השני ביום הראשון ברא כל היסודות בערבוביא וביום השני הבדילם שקנו שלימות בו ובשלישי יותר שלימות שנעשה נפש הצומחת ובחמישי מרגשת ובששי משכלת כמו שפירשתי. ולכן גם באור היה כן שביום ראשון עשה השי"ת אור חסר וברביעי אור שלם. וכן ג"כ בראשית ברא אלהים את השמים שהוא חומר השמים והוא היולי ראשון וביום השני אמר לחומר ההוא שיהיה רקיע מתוח כאהל בתוך המים ויהיה מבדיל בין מים למים. ולפירוש השני ביום ראשון ברא הערבוביא שמים ויסודות הכל מעורב וביום השני אמר לערבוביא ההיא יהי רקיע שיבדל קצת מאותה העיסה ויעשה ממנה רקיע ואחר שיהיה הרקיע שלם יתן הרקיע שלימות לעיסה הנשארת ויעשה צורה למים העליונים וארבע צורות למים התחתונים וכמו שפירשתי למעלה וכן המים היו חסרים עדיין בשני וקבלו שלימות בשלישי שבשני לא נגמרה מלאכת המים שהתחיל בה ובשלישי נגמרה שאמר בו יקוו המים הכלל העולה שמ"ש יהי אור אינו המאורות הגדולים אלא חסר מהם ומדרשו יהי אור ויהי אור מלך בשר ודם מדליק נר מנר דלוק שמא יכול להדליק נר מתוך החשך והקב"ה מתוך החשך מוציא אורה שנאמר וחשך על פני תהום וכתיב בתריה ויאמר אלהים יהי אור וזהו שאמר מגלה עמוקות מני חשך ויוציא לאור צלמות והכוונה שברא יש מאין והאין נקרא חשך. וחמשה פעמים כתיב אור באלו הפסוקים והיה מספיק פעם אחד שיאמר ויאמר אלהים יהי אור ויהי כן וירא אלהים אותו כי טוב ויבדל אלהים בינו ובין החשך ויקראהו אלהים יום. ולזה אמר רבי סימון חמשה פעמים כתיב כאן אורה כנגד חמשה חומשי תורה. יהי אור כנגד ספר בראשית שבו נתעסק הקב"ה וברא עולמו. ויהי אור כנגד ספר ואלה שמות שבו נגאלו ישראל ממצרים ויצאו מאפלה לאורה וכתיב ביה ולכל בני ישראל היה אור במושבותם. וירא אלהים את האור כנגד ספר ויקרא שהוא מלא הלכות הרבה. ויבדל אלהים בין האור כנגד ספר במדבר שבו נבדלו ישראל בין יוצאי מצרים לבאי הארץ. ויקרא אלהים לאור יום כנגד משנה תורה שהוא מלא מצות הרבה. פי' המדרש הזה בחמשה אורים הללו. האחד אור בריאת העולם. השני אור הגאולה. הג' אור התשובה שהמביא קרבן שב בתשובה ומתודה עליו. הרביעי אור בהמ"ק. החמישי אור התורה והמצות. ונראה לי שמה שאמר יהי אור כנגד ספר בראשית לפי שבו בריאת העולם ולזה אמר יהי לשון הויה ומה שאמר בשני ויהי אור כנגד הגאולה לפי שאמר אם בן הוא והמתן אותו ואמר כל הבן הילוד היאורה תשליכוהו ולזה אמר כנגדו גם כן ויהי אור לשון הויה שהיו מתים והקב"ה החיה אותם בגאולה ועשה בהם הויה ומ"ש וירא אלהים את האור כי טוב כנגד ויקרא לפי שעל עבודת בהמ"ק אמרו העולם עומד ובבריאת העולם נאמר וירא אלהים את כל אשר עשה והנה טוב מאד ומ"ש ויבדל אלהים בין האור ובין החשך כנגד במדבר סיני לפי שמתי מדבר נשארו בחשך ובמדבר נפלו פגריהם. ומה שאמר ויקרא אלהים לאור יום כנגד משנה תורה לפי שבו מצות מבוארות שמבאר מצות שבספרים שלפניו והוא כמו היום המאיר. וגם לפי שנראה שמשה מעצמו אמר אותו הספר שאמר אלה הדברים אשר דבר משה אל כל ישראל לז"א ויקרא אלהים לאור יום לומר שברשות הקב"ה אמר אותו:	Genesis 1:4	
Toledot Yitzchak, Bereshit 6	@11ויהי ערב ויהי בקר יום אחד. @33ערב הוא העדר האור והוא החשך והנה לא קדם אור ואיך אמר ויהי ערב בלא שקדם אור. וי"מ שהאור שאמר עליו ויהי אור נברא לפניו כלומר במערב ושקעו מיד כדי מדת לילה ואחר כך האיר כמדת יום. והרמב"ן הקשה עליהם כי יוסיפו על ששת ימי בראשית יום קצר אבל יתכן שהאור נברא לפניו ולא נתפשט ביסודות ועמד לפניו כמדת לילה ואחר כך הזריח אותו על היסודות והנה קדם הערב לבקר עד כאן. ונראה לי שהקב"ה ברא חומר השמים או הערבוביא ובאותה עתה עצמה ברא שמש וירח ונתנם בשטח השמים בעתה ההיא עצמה והוא שברא השמש במערב בשעה עצמה שנשקעה החמה בימים אחרים והתנועע השמש כשיעור לילה אחת תחת הארץ או הערבוביא כלפי מזרח וזרחה השמש במזרחוכל זה כדרך שאר ימים ולילות ובפרוש הזה איני מוסיף על ששת ימי בראשית יום קצר וגם לא נצטרך לומר שהאור לא נתפשט ביסודות אלא שהלך השמש תחת הארץ לילה אחת ולדעת האומרים שלא נבראו המאורות עד יום רביעי גם כן נאמר שהאור ההוא שאמרו שבראו הקב"ה ביום ראשון בראו במערב בשעת שקיעת החמה בימים אחרים בעתה עצמה שדרך לישקע החמה בימים אחרים והעתה אינו חלק זמן אלא הוא תכלית הזמן העבר ותחלת זמן העתיד והתנועע תחת הארץ כלפי מזרח ואחר שעבר זמן לילה אחת זרח האור ההוא במזרח. ובב"ר יהי ערב אין כתיב כאן אלא ויהי ערב מכאן שהיה סדר זמנים קודם לכן ע"כ. ואם כן קודם בריאת העולם היה עולם וזה נוטה לקדמות חלילה והתשובה שלפי שביום ד' נבראו המאורות אם כן קודם שנבראו המאורות לא היה זמן כי כשהיו מאורות התנועעו השמים לא קודם לכן לדעת ב"ר לזה אמר שאחר שאמר ויהי יורה שגם המאורות שמשו שלשה ימים ונבראו במאמר יהי אור אלא שלא נקבעו בשמים עד יום ד'. ומה שאמר קודם לכן ר"ל מיום ראשון יום אחד היה ראוי שיאמר יום ראשון כמו שאמר יום שני יום שלישי ולמה כתב אחד לפי שהיה הקב"ה יחידי בעולמו שלא נבראו המלאכים עד יום שני ב"ר. וכתב הרמב"ן לא יתכן לומר יום ראשון בעבור שעדיין לא נעשה השני כי הראשון קודם לשני במנין או במעלה אבל שניהם נמצאים ע"כ. ויתכן לפרש שיום אחד בתנועת הגלגל הוא סבה ליום שני שאחר שמתנועע תמיד ואינו נח יום אחד סבה ליום שני ובו יפול שם ראשון שאחר שעבר יום אחד ודאי יבא יום אחר אבל האור שברא הקב"ה ביום ראשון אינו מזה המין שהקב"ה ברא אותו הגשם בפני עצמו לא שקוע בגלגל עד יום רביעי וביום הוציאו ובלילה שקע אותו. וא"כ אין ראוי לומר יום ראשון שהיום הראשון לא היה סבה לשני. ולזה לא אמר יום ראשון אבל אחר שעבר יום אחד נכון לומר יום שני אחר שכבר עבר יום אחד וכן יום שלישי:	Genesis 1:5	
Toledot Yitzchak, Bereshit 7	@11יהי רקיע בתוך המים @33יש מפרשים שרקיע הוא המקום אשר יתהווה בו הענן לפי שהוא זר אצלם המצא מים למעלה מהגרם השמימיי ולחז"ל רקיע הוא הגרם השמימיי וכן אמר הכתוב הללוהו שמי השמים והמים אשר מעל השמים.	Genesis 1:6	
Toledot Yitzchak, Bereshit 8	@11יקוו המים מתחת השמים אל מקום אחד ותראה היבשה @33היו שטוחים על כל הארץ והקוום באוקינוס הוא הים הגדול שבכל הימים או נאמר שלפי שהיה התהום שהיה מים ועפר כמו מים עכורים גזר השי"ת שיקוו המים שהם גבוהים אל מקום שפל למטה ושיעלה העפר למעלה ושניהם היפך טבעם זה עולה וזה יורד:	Genesis 1:9	
Toledot Yitzchak, Bereshit 9	@11ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים@33 שמתחלה היו המים והעפר נקראים תהום שהיו מעורבים זה עם זה והיו כמים עכורים וכשהפריד זה מזה קרא ליבשה ארץ ולמקוה המים קרא ימים ולא נקרא ים המים אלא החפירה וזהו אומרו ומקוה שנקוו המים בו קרא ימים וכן אמר כמים לים מכסים. וקראו ימים כלומר ים מים והקב"ה עשה היבשה ביום שלישי וביום רביעי המאורות לפי שהחוקר אומר שסבת היבשה הוא השמש המכה במים ומיבשה בחומו הגדול לכן קודם שברא השמש או קודם שנתנו ברקיע עשה היבשה לעקור סברת המינים ולומר שלא נעשת היבשה אלא ברצון הקב"ה כי הוא אמר ויהי ולזה גזר בו גם כן תדשא הארץ דשא קודם יום רביעי שבו נבראו המאורות לומר שלא מכח המאורות נתהוו האילנות והעשבים כדעת הטבעיים וכמו שהוא עכשיו שנאמר וממגד תבואות שמש וממגד גרש ירחים אבל בתחלת הבריאה לא היה כן אלא במאמרו של הקב"ה היו האילנות והעשבים ופירותיהם:	Genesis 1:10	
Toledot Yitzchak, Bereshit 10	@11תדשא הארץ דשא עשב מזריע זרע עץ פרי @33גזר שיהיה בארץ כח צומח ויש מקשים מדוע לא גזר הקב"ה באילני סרק אלא עץ פרי הנה גם כן יצרם הקב"ה. ואני מקשה גם כן למה לא גזר הקב"ה בעשבים שאינם מזריעים זרע אלא עשב מזריע זרע לכן נראה שדשא ר"ל צמח ואמר תדשא הארץ דשא תצמיח הארץ צמח והכוונה כל צמח שאין בו אלא נפש הצומחת לומר שאין עושה פרי שאין לו אלא גידול וצמיחה לבד וזה כלל לעשבי השדה שאינן מזריעים זרע ולאילני סרק ואח"כ אמר וגם כן עשב מזריע זרע ועץ פרי שאחר שאמר עשב מזריע זרע נראה שדשא הוא עשב סרק שאין מזריע זרע ואחר שאמר עץ עושה פרי נראה שדשא הוא עץ שאינו עושה פרי. או נאמר שכשנתן הקב"ה כח לארץ להוציא עץ פרי כ"ש שיהיה לה כח להוציא עץ סרק שאילן שיוציא פירות כחו גדול מאילן שאינו עושה פירות. וחכמינו ז"ל אמרו אף אילני סרק עשו פירות וא"ת מדוע אינם עושים עתה פירות אלא שמקללת ארורה האדמה נתקללו אבל לימות המשיח שיחזרו הדברים לאיתנם הראשון יחזרו לעשות פירות שנא' ולשורקה בני אתונו שאילני סרק יעשו פירות כמו שעושה הגפן:	Genesis 1:11	
